Entry	Entry name	Status	Protein_names	Gene_names	Organism	AA_Length	Taxonomic lineage (ALL)	Organism ID
U1XP67	U1XP67_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	O206_00950	Ochrobactrum sp. EGD-AQ16	388	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, Ochrobactrum sp. EGD-AQ16"	1390361
A0A1V3YQX2	A0A1V3YQX2_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BRY73_09505	Ochrobactrum sp. P6BS-III	387	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, Ochrobactrum sp. P6BS-III"	1920636
A0A1N7J979	A0A1N7J979_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05421686_101504	Oleibacter marinus	300	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Oleibacter, Oleibacter marinus"	484498
A0A1H5YZR9	A0A1H5YZR9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04489856_107151	Oleiphilus messinensis	315	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oleiphilaceae, Oleiphilus, Oleiphilus messinensis"	141451
A0A1U7MTA1	A0A1U7MTA1_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BJF81_02135	Ornithinimicrobium sp. CNJ-824	340	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Intrasporangiaceae, Ornithinimicrobium, Ornithinimicrobium sp. CNJ-824"	1904966
I3ZYR9	I3ZYR9_ORNRL	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Ornrh_0655	Ornithobacterium rhinotracheale (strain ATCC 51463 / DSM 15997 / CCUG 23171 / CIP 104009 / LMG 9086)	309	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Ornithobacterium, Ornithobacterium rhinotracheale, Ornithobacterium rhinotracheale (strain ATCC 51463 / DSM 15997 / CCUG 23171 / CIP 104009 / LMG 9086)"	867902
A0A1C3K3L0	A0A1C3K3L0_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS ODI_00023	Orrella dioscoreae	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Orrella, Orrella dioscoreae"	1851544
S6GTI1	S6GTI1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	OFPI_07850	Osedax symbiont Rs2	336	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, unclassified Oceanospirillaceae, Osedax symbiont Rs2"	1330035
G8R1Q7	G8R1Q7_OWEHD	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Oweho_1854	Owenweeksia hongkongensis (strain DSM 17368 / CIP 108786 / JCM 12287 / NRRL B-23963 / UST20020801)	314	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, Owenweeksia, Owenweeksia hongkongensis, Owenweeksia hongkongensis (strain DSM 17368 / CIP 108786 / JCM 12287 / NRRL B-23963 / UST20020801)"	926562
A0A0K6IBB3	A0A0K6IBB3_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Ga0061067_11855	Pannonibacter indicus	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pannonibacter, Pannonibacter indicus"	466044
A0A0U2WAD1	A0A0U2WAD1_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS APZ00_21830	Pannonibacter phragmitetus	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pannonibacter, Pannonibacter phragmitetus"	121719
U2MHV2	U2MHV2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS L579_4277	Pantoea sp. AS-PWVM4	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea, Pantoea sp. AS-PWVM4"	1332069
A0A0D5ZBH5	A0A0D5ZBH5_9GAMM	unreviewed	ACC deaminase (Fragment)	acsd	Pantoea sp. EcB2	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea, Pantoea sp. EcB2"	1635342
J3DEG8	J3DEG8_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PMI17_01834	Pantoea sp. GM01	332	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea, Pantoea sp. GM01"	1144320
J3HMR3	J3HMR3_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PMI39_01400	Pantoea sp. YR343	332	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea, Pantoea sp. YR343"	1144341
A6L944	A6L944_PARD8	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BDI_0430	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	311	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Parabacteroides, Parabacteroides distasonis, Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)"	435591
A0A0F5K3S2	A0A0F5K3S2_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS WM40_06605	Paraburkholderia andropogonis	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia andropogonis"	28092
B8R7R9	B8R7R9_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Paraburkholderia caledonica	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia caledonica"	134536
B8R7T5	B8R7T5_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	acdS	Paraburkholderia caribensis	261	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia caribensis"	75105
A0A0P0RDA7	A0A0P0RDA7_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS K788_0002899	Paraburkholderia caribensis MBA4	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia caribensis, Paraburkholderia caribensis MBA4"	1323664
B8R7S0	B8R7S0_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Paraburkholderia caryophylli	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia caryophylli"	28094
A0A0D5VMI6	A0A0D5VMI6_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS OI25_6969	Paraburkholderia fungorum	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia fungorum"	134537
A0A1A9NFY0	A0A1A9NFY0_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS A6V37_14240	Paraburkholderia ginsengiterrae	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia ginsengiterrae"	1462993
B8R7S2	B8R7S2_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Paraburkholderia graminis	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia graminis"	60548
B1FTP5	B1FTP5_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS BgramDRAFT_0433	Paraburkholderia graminis C4D1M	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia graminis, Paraburkholderia graminis C4D1M"	396598
B8R7T7	B8R7T7_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	acdS	Paraburkholderia kururiensis subsp. kururiensis	261	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia kururiensis, Paraburkholderia kururiensis subsp. kururiensis"	89498
A0A149PB56	A0A149PB56_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS CI15_32390	Paraburkholderia monticola	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia monticola"	1399968
Q1G745	Q1G745_9BURK	unreviewed	1-aminocyclopropane-1-carboxylic acid deaminase (Fragment)	acdS	Paraburkholderia phenazinium	267	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia phenazinium"	60549
B8R7S3	B8R7S3_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Paraburkholderia phenoliruptrix	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia phenoliruptrix"	252970
K0DX10	K0DX10_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS BUPH_04726	Paraburkholderia phenoliruptrix BR3459a	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia phenoliruptrix, Paraburkholderia phenoliruptrix BR3459a"	1229205
B2JNI0	B2JNI0_PARP8	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Bphy_5405	Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum)	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia phymatum, Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum)"	391038
B2TBV3	1A1D_PARPJ	reviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Bphyt_5397	Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) (Burkholderia phytofirmans)	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia phytofirmans, Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) (Burkholderia phytofirmans)"	398527
A0A1N7SJI2	A0A1N7SJI2_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS BN2476_570074	Paraburkholderia piptadeniae	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia piptadeniae"	1701573
A0A1N7S1B4	A0A1N7S1B4_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS BN2475_280029	Paraburkholderia ribeironis	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia ribeironis"	1247936
B8R7S5	B8R7S5_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Paraburkholderia silvatlantica	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia silvatlantica"	321895
A0A1L6I3I0	A0A1L6I3I0_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS BTO02_22565	Paraburkholderia sp. SOS3	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia sp. SOS3"	1926494
A0A1I9YRG9	A0A1I9YRG9_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS BJG93_26235	Paraburkholderia sprentiae WSM5005	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia sprentiae, Paraburkholderia sprentiae WSM5005"	754502
I5D3K4	I5D3K4_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS WQE_02477	Paraburkholderia terrae BS001	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia terrae, Paraburkholderia terrae BS001"	1171375
B8R7S7	B8R7S7_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS SAMN05192548_101831	Paraburkholderia terricola	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia terricola"	169427
A0A1Q1MKC8	A0A1Q1MKC8_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	acdS	Paraburkholderia tropica	184	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia tropica"	92647
A7TVC3	A7TVC3_9BURK	unreviewed	ACC deaminase (Fragment)		Paraburkholderia unamae	287	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia unamae"	219649
B8R7U1	B8R7U1_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Paraburkholderia unamae MTI-641	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia unamae, Paraburkholderia unamae MTI-641"	491072
B8R7T3	B8R7T3_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Paraburkholderia xenovorans	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia xenovorans"	36873
Q13ME5	1A1D_PARXL	reviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Bxeno_B1776 Bxe_B1212	Paraburkholderia xenovorans (strain LB400)	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia xenovorans, Paraburkholderia xenovorans (strain LB400)"	266265
A0A099GI99	A0A099GI99_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	IX56_11535	Paracoccus sanguinis	380	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus sanguinis"	1545044
A0A0D6TGE8	A0A0D6TGE8_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SY26_04435	Paracoccus sp. 228	378	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus sp. 228"	1192054
A0A1E4EUF5	A0A1E4EUF5_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ABS73_03235	Paracoccus sp. SCN 68-21	378	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus sp. SCN 68-21"	1660154
A0A1L9BP25	A0A1L9BP25_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	IE00_13580	Paracoccus sp. SM22M-07	378	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus sp. SM22M-07"	1520813
A0A099FGC4	A0A099FGC4_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	IC63_02255	Paracoccus sphaerophysae	380	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus sphaerophysae"	690417
A0A099FQJ0	A0A099FQJ0_PARVE	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	IT40_01725	Paracoccus versutus (Thiobacillus versutus)	378	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus versutus (Thiobacillus versutus)"	34007
A0A1V0GP77	A0A1V0GP77_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A6J80_03985	Paracoccus yeei	378	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus yeei"	147645
K6Y2P0	K6Y2P0_9ALTE	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	acdS GAGA_2548	Paraglaciecola agarilytica NO2	353	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Paraglaciecola, Paraglaciecola agarilytica, Paraglaciecola agarilytica NO2"	1125747
K6YSL8	K6YSL8_9ALTE	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	GARC_2723	Paraglaciecola arctica BSs20135	305	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Paraglaciecola, Paraglaciecola arctica, Paraglaciecola arctica BSs20135"	493475
K6ZGQ4	K6ZGQ4_9ALTE	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	GMES_0256	Paraglaciecola mesophila KMM 241	318	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Paraglaciecola, Paraglaciecola mesophila, Paraglaciecola mesophila KMM 241"	1128912
K6ZUD9	K6ZUD9_9ALTE	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	GPLA_3004	Paraglaciecola polaris LMG 21857	314	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Paraglaciecola, Paraglaciecola polaris, Paraglaciecola polaris LMG 21857"	1129793
A0A135HVR1	A0A135HVR1_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ATN84_07770	Paramesorhizobium deserti	383	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Paramesorhizobium, Paramesorhizobium deserti"	1494590
A0A1T5B3J6	A0A1T5B3J6_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05660226_01294	Parapedobacter luteus	305	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Parapedobacter, Parapedobacter luteus"	623280
A0A1C7P510	A0A1C7P510_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADU59_08305	Pararhizobium polonicum	387	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Pararhizobium, Pararhizobium polonicum"	1612624
A7HRM4	A7HRM4_PARL1	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Plav_0934	Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966)	338	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodobiaceae, Parvibaculum, Parvibaculum lavamentivorans, Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966)"	402881
A0A1W2DTH1	A0A1W2DTH1_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04488524_4055	Pedobacter africanus	292	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter africanus"	151894
A0A1I2EPK5	A0A1I2EPK5_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN03003324_01914	Pedobacter antarcticus	304	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter antarcticus"	34086
A0A081PEJ0	A0A081PEJ0_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	N180_09710	Pedobacter antarcticus 4BY	291	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter antarcticus, Pedobacter antarcticus 4BY"	1358423
A0A1M5HV67	A0A1M5HV67_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04488522_104829	Pedobacter caeni	289	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter caeni"	288992
A0A127VFT0	A0A127VFT0_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AY601_3269	Pedobacter cryoconitis	290	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter cryoconitis"	188932
A0A0T5VLL4	A0A0T5VLL4_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASU31_17815	Pedobacter ginsenosidimutans	300	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter ginsenosidimutans"	687842
A0A0C1D459	A0A0C1D459_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	OC25_20275	Pedobacter kyungheensis	297	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter kyungheensis"	1069985
A0A1T5A2E0	A0A1T5A2E0_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05661099_0239	Pedobacter luteus	294	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter luteus"	572036
A0A1W1ZV22	A0A1W1ZV22_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04488101_10167	Pedobacter nyackensis	295	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter nyackensis"	475255
A6EJL6	A6EJL6_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PBAL39_12423	Pedobacter sp. BAL39	289	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. BAL39"	391596
A0A0J0Y653	A0A0J0Y653_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AB669_11805	Pedobacter sp. BMA	289	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. BMA"	1663685
A0A179DN10	A0A179DN10_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A5893_03675	Pedobacter sp. CCM 8644	293	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. CCM 8644"	1826909
A0A0Q0VLH2	A0A0Q0VLH2_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQF98_06275	Pedobacter sp. Hv1	292	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. Hv1"	1740090
A0A0Q5N6U4	A0A0Q5N6U4_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASF92_11420	Pedobacter sp. Leaf176	300	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. Leaf176"	1736286
A0A0Q5UAP3	A0A0Q5UAP3_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASG14_18965	Pedobacter sp. Leaf194	277	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. Leaf194"	1736297
A0A0Q4GTI2	A0A0Q4GTI2_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASE74_18665	Pedobacter sp. Leaf216	289	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. Leaf216"	1735684
A0A0Q4L3H1	A0A0Q4L3H1_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASE92_16815	Pedobacter sp. Leaf41	289	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. Leaf41"	1736218
